Batch	Amplicon	Unmodified%	Modified%	Reads_in_input	Reads_aligned_all_amplicons	Reads_aligned	Unmodified	Modified	Discarded	Insertions	Deletions	Substitutions	Only Insertions	Only Deletions	Only Substitutions	Insertions and Deletions	Insertions and Substitutions	Deletions and Substitutions	Insertions Deletions and Substitutions
29_TD_PE2_2_1_control1	HDR	21.42857143	78.57142857	15627	15306	14	3	11	0	0	0	11	0	0	11	0	0	0	0
29_TD_PE2_2_1_control2	Reference	96.64679944	3.35320056	21145	20644	20637	19945	692	0	1	14	683	0	9	678	0	0	4	1
29_TD_PE2_2_1_control2	HDR	57.14285714	42.85714286	21145	20644	7	4	3	0	0	0	3	0	0	3	0	0	0	0
29_TD_PE2_2_1_control3	Reference	97.25352113	2.74647887	3769	2842	2840	2762	78	0	0	1	77	0	1	77	0	0	0	0
29_TD_PE2_2_1_control3	HDR	50	50	3769	2842	2	1	1	0	0	0	1	0	0	1	0	0	0	0
29_TD_PE2_2_1_control4	Reference	97.3878758	2.6121242	5286	4062	4058	3952	106	0	0	1	106	0	0	105	0	0	1	0
29_TD_PE2_2_1_control4	HDR	50	50	5286	4062	4	2	2	0	0	0	2	0	0	2	0	0	0	0
29_TD_PE2_2_2_control1	Reference	96.6714622	3.3285378	15627	15306	15292	14783	509	0	1	15	502	0	7	494	0	0	7	1
29_TD_PE2_2_2_control1	HDR	21.42857143	78.57142857	15627	15306	14	3	11	0	0	0	11	0	0	11	0	0	0	0
29_TD_PE2_2_2_control2	Reference	96.64679944	3.35320056	21145	20644	20637	19945	692	0	1	14	683	0	9	678	0	0	4	1
29_TD_PE2_2_2_control2	HDR	57.14285714	42.85714286	21145	20644	7	4	3	0	0	0	3	0	0	3	0	0	0	0
29_TD_PE2_2_2_control3	Reference	97.25352113	2.74647887	3769	2842	2840	2762	78	0	0	1	77	0	1	77	0	0	0	0
29_TD_PE2_2_2_control3	HDR	50	50	3769	2842	2	1	1	0	0	0	1	0	0	1	0	0	0	0
29_TD_PE2_2_2_control4	Reference	97.3878758	2.6121242	5286	4062	4058	3952	106	0	0	1	106	0	0	105	0	0	1	0
29_TD_PE2_2_2_control4	HDR	50	50	5286	4062	4	2	2	0	0	0	2	0	0	2	0	0	0	0
46_TD_PE2_2_1_control1	Reference	92.64941837	7.35058163	16978	9981	9972	9239	733	0	8	29	731	0	2	696	0	8	27	0
46_TD_PE2_2_1_control1	HDR	0	100	16978	9981	9	0	9	0	1	1	9	0	0	7	0	1	1	0
46_TD_PE2_2_1_control2	Reference	91.47887324	8.52112676	23452	12800	12780	11691	1089	0	11	46	1083	2	4	1033	0	8	41	1
46_TD_PE2_2_1_control2	HDR	0	100	23452	12800	19	0	19	0	4	12	18	0	1	4	0	3	10	1
46_TD_PE2_2_1_control3	Reference	78.40909091	21.59090909	9949	1147	1144	897	247	0	4	20	246	0	1	223	0	4	19	0
46_TD_PE2_2_1_control3	HDR	0	100	9949	1147	3	0	3	0	0	2	3	0	0	1	0	0	2	0
46_TD_PE2_2_1_control4	Reference	82.11870774	17.88129226	9801	1334	1331	1093	238	0	2	10	238	0	0	226	0	2	10	0
46_TD_PE2_2_1_control4	HDR	0	100	9801	1334	3	0	3	0	0	1	3	0	0	2	0	0	1	0
46_TD_PE2_2_2_control1	Reference	92.64941837	7.35058163	16978	9981	9972	9239	733	0	8	29	731	0	2	696	0	8	27	0
46_TD_PE2_2_2_control1	HDR	0	100	16978	9981	9	0	9	0	1	1	9	0	0	7	0	1	1	0
46_TD_PE2_2_2_control2	Reference	91.47887324	8.52112676	23452	12800	12780	11691	1089	0	11	46	1083	2	4	1033	0	8	41	1
46_TD_PE2_2_2_control2	HDR	0	100	23452	12800	19	0	19	0	4	12	18	0	1	4	0	3	10	1
46_TD_PE2_2_2_control3	Reference	78.40909091	21.59090909	9949	1147	1144	897	247	0	4	20	246	0	1	223	0	4	19	0
46_TD_PE2_2_2_control3	HDR	0	100	9949	1147	3	0	3	0	0	2	3	0	0	1	0	0	2	0
